Index,Date,Hour,Precip_mm,Global Radiation (Kj/m²),Atm_pressure_mb,Air_temp_C,Dew_Point_Temp_C,Rel_Humidity_percent,Wind_dir_deg,Gust,Wind_Speed,Brazilian_Geopolitical_Regions,State,Station_Name,Station_Code,Latitude,Longitude,Elevation,Precip_mm_diff_1,Global Radiation (Kj/m²)_diff_1,Atm_pressure_mb_diff_1,Air_temp_C_diff_1,Dew_Point_Temp_C_diff_1,Rel_Humidity_percent_diff_1,Gust_diff_1,Wind_Speed_diff_1,Precip_mm_diff_2,Global Radiation (Kj/m²)_diff_2,Atm_pressure_mb_diff_2,Air_temp_C_diff_2,Dew_Point_Temp_C_diff_2,Rel_Humidity_percent_diff_2,Gust_diff_2,Wind_Speed_diff_2,Precip_mm_diff_3,Global Radiation (Kj/m²)_diff_3,Atm_pressure_mb_diff_3,Air_temp_C_diff_3,Dew_Point_Temp_C_diff_3,Rel_Humidity_percent_diff_3,Gust_diff_3,Wind_Speed_diff_3,Precip_mm_diff_4,Global Radiation (Kj/m²)_diff_4,Atm_pressure_mb_diff_4,Air_temp_C_diff_4,Dew_Point_Temp_C_diff_4,Rel_Humidity_percent_diff_4,Gust_diff_4,Wind_Speed_diff_4,Precip_mm_diff_5,Global Radiation (Kj/m²)_diff_5,Atm_pressure_mb_diff_5,Air_temp_C_diff_5,Dew_Point_Temp_C_diff_5,Rel_Humidity_percent_diff_5,Gust_diff_5,Wind_Speed_diff_5,Precip_mm_diff_6,Global Radiation (Kj/m²)_diff_6,Atm_pressure_mb_diff_6,Air_temp_C_diff_6,Dew_Point_Temp_C_diff_6,Rel_Humidity_percent_diff_6,Gust_diff_6,Wind_Speed_diff_6,Precip_mm_diff_7,Global Radiation (Kj/m²)_diff_7,Atm_pressure_mb_diff_7,Air_temp_C_diff_7,Dew_Point_Temp_C_diff_7,Rel_Humidity_percent_diff_7,Gust_diff_7,Wind_Speed_diff_7,Precip_mm_diff_8,Global Radiation (Kj/m²)_diff_8,Atm_pressure_mb_diff_8,Air_temp_C_diff_8,Dew_Point_Temp_C_diff_8,Rel_Humidity_percent_diff_8,Gust_diff_8,Wind_Speed_diff_8
139029,2017-12-21,2017-12-21 21:00:00,0.0,778.0,895.5,26.0,16.6,56.0,84.0,5.6,2.5,CO,DF,PARANOA (COOPA-DF),A047,-16.01111111,-47.5575,1043.0,0.0,-387.0,0.2999999999999545,-1.6999999999999993,0.10000000000000142,6.0,-1.0,-0.3999999999999999,0.0,-1776.0,-0.10000000000002274,-2.3000000000000007,1.4000000000000021,11.0,-0.40000000000000036,-0.6000000000000001,0.0,-2352.0,-0.7000000000000455,-3.3000000000000007,1.9000000000000021,15.0,0.2999999999999998,-0.20000000000000018,0.0,-2750.0,-1.7000000000000455,-2.8000000000000007,0.0,8.0,-2.1000000000000005,0.20000000000000018,0.0,-2527.0,-2.3999999999999773,-2.8999999999999986,-0.09999999999999787,8.0,-3.5,-0.10000000000000009,0.0,-2770.0,-3.0,-0.5,0.10000000000000142,2.0,-1.7000000000000002,-0.7000000000000002,0.0,-2774.0,-3.2999999999999545,-1.1999999999999993,-1.0999999999999979,0.0,-3.200000000000001,-0.8999999999999999,0.0,-1930.0,-3.3999999999999773,0.0,-0.7999999999999972,-3.0,-2.700000000000001,-1.4
139030,2017-12-21,2017-12-21 22:00:00,0.0,58.0,896.3,25.0,16.3,59.0,57.0,4.1,1.6,CO,DF,PARANOA (COOPA-DF),A047,-16.01111111,-47.5575,1043.0,0.0,-720.0,0.7999999999999545,-1.0,-0.3000000000000007,3.0,-1.5,-0.8999999999999999,0.0,-1107.0,1.099999999999909,-2.6999999999999993,-0.1999999999999993,9.0,-2.5,-1.2999999999999998,0.0,-2496.0,0.6999999999999318,-3.3000000000000007,1.1000000000000014,14.0,-1.9000000000000004,-1.5,0.0,-3072.0,0.09999999999990905,-4.300000000000001,1.6000000000000014,18.0,-1.2000000000000002,-1.1,0.0,-3470.0,-0.900000000000091,-3.8000000000000007,-0.3000000000000007,11.0,-3.6000000000000005,-0.6999999999999997,0.0,-3247.0,-1.6000000000000227,-3.8999999999999986,-0.3999999999999986,11.0,-5.0,-1.0,0.0,-3490.0,-2.2000000000000455,-1.5,-0.1999999999999993,5.0,-3.2,-1.6,0.0,-3494.0,-2.5,-2.1999999999999993,-1.3999999999999986,3.0,-4.700000000000001,-1.7999999999999998
139041,2017-12-22,2017-12-22 09:00:00,0.0,9.0,898.3,19.4,16.4,83.0,303.0,1.9,1.0,CO,DF,PARANOA (COOPA-DF),A047,-16.01111111,-47.5575,1043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139042,2017-12-22,2017-12-22 10:00:00,0.0,194.0,899.0,20.1,17.6,86.0,216.0,2.2,0.6,CO,DF,PARANOA (COOPA-DF),A047,-16.01111111,-47.5575,1043.0,0.0,185.0,0.7000000000000455,0.7000000000000028,1.2000000000000028,3.0,0.30000000000000027,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139043,2017-12-22,2017-12-22 11:00:00,0.0,635.0,899.4,21.7,18.3,81.0,216.0,3.0,1.4,CO,DF,PARANOA (COOPA-DF),A047,-16.01111111,-47.5575,1043.0,0.0,441.0,0.39999999999997726,1.5999999999999979,0.6999999999999993,-5.0,0.7999999999999998,0.7999999999999999,0.0,626.0,1.1000000000000227,2.3000000000000007,1.9000000000000021,-2.0,1.1,0.3999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139044,2017-12-22,2017-12-22 12:00:00,0.0,1844.0,899.8,23.3,18.0,72.0,204.0,4.3,2.0,CO,DF,PARANOA (COOPA-DF),A047,-16.01111111,-47.5575,1043.0,0.0,1209.0,0.39999999999997726,1.6000000000000014,-0.3000000000000007,-9.0,1.2999999999999998,0.6000000000000001,0.0,1650.0,0.7999999999999545,3.1999999999999993,0.3999999999999986,-14.0,2.0999999999999996,1.4,0.0,1835.0,1.5,3.900000000000002,1.6000000000000014,-11.0,2.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139045,2017-12-22,2017-12-22 13:00:00,0.0,1984.0,899.7,24.9,18.6,68.0,177.0,4.3,1.7,CO,DF,PARANOA (COOPA-DF),A047,-16.01111111,-47.5575,1043.0,0.0,140.0,-0.09999999999990905,1.5999999999999979,0.6000000000000014,-4.0,0.0,-0.30000000000000004,0.0,1349.0,0.3000000000000682,3.1999999999999993,0.3000000000000007,-13.0,1.2999999999999998,0.30000000000000004,0.0,1790.0,0.7000000000000455,4.799999999999997,1.0,-18.0,2.0999999999999996,1.1,0.0,1975.0,1.400000000000091,5.5,2.200000000000003,-15.0,2.4,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139046,2017-12-22,2017-12-22 14:00:00,0.0,2314.0,899.4,25.8,17.7,61.0,131.0,4.7,2.0,CO,DF,PARANOA (COOPA-DF),A047,-16.01111111,-47.5575,1043.0,0.0,330.0,-0.3000000000000682,0.9000000000000021,-0.9000000000000021,-7.0,0.40000000000000036,0.30000000000000004,0.0,470.0,-0.39999999999997726,2.5,-0.3000000000000007,-11.0,0.40000000000000036,0.0,0.0,1679.0,0.0,4.100000000000001,-0.6000000000000014,-20.0,1.7000000000000002,0.6000000000000001,0.0,2120.0,0.39999999999997726,5.699999999999999,0.09999999999999787,-25.0,2.5,1.4,0.0,2305.0,1.1000000000000227,6.400000000000002,1.3000000000000007,-22.0,2.8000000000000003,1.0,,,,,,,,,,,,,,,,,,,,,,,,
139047,2017-12-22,2017-12-22 15:00:00,0.0,1692.0,898.8,25.9,17.8,61.0,93.0,4.7,2.3,CO,DF,PARANOA (COOPA-DF),A047,-16.01111111,-47.5575,1043.0,0.0,-622.0,-0.6000000000000227,0.09999999999999787,0.10000000000000142,0.0,0.0,0.2999999999999998,0.0,-292.0,-0.900000000000091,1.0,-0.8000000000000007,-7.0,0.40000000000000036,0.5999999999999999,0.0,-152.0,-1.0,2.599999999999998,-0.1999999999999993,-11.0,0.40000000000000036,0.2999999999999998,0.0,1057.0,-0.6000000000000227,4.199999999999999,-0.5,-20.0,1.7000000000000002,0.8999999999999999,0.0,1498.0,-0.20000000000004547,5.799999999999997,0.1999999999999993,-25.0,2.5,1.6999999999999997,0.0,1683.0,0.5,6.5,1.4000000000000021,-22.0,2.8000000000000003,1.2999999999999998,,,,,,,,,,,,,,,,
139048,2017-12-22,2017-12-22 16:00:00,0.0,1765.0,898.5,26.5,17.5,58.0,83.0,4.9,2.4,CO,DF,PARANOA (COOPA-DF),A047,-16.01111111,-47.5575,1043.0,0.0,73.0,-0.2999999999999545,0.6000000000000014,-0.3000000000000007,-3.0,0.20000000000000018,0.10000000000000009,0.0,-549.0,-0.8999999999999773,0.6999999999999993,-0.1999999999999993,-3.0,0.20000000000000018,0.3999999999999999,0.0,-219.0,-1.2000000000000455,1.6000000000000014,-1.1000000000000014,-10.0,0.6000000000000005,0.7,0.0,-79.0,-1.2999999999999545,3.1999999999999993,-0.5,-14.0,0.6000000000000005,0.3999999999999999,0.0,1130.0,-0.8999999999999773,4.800000000000001,-0.8000000000000007,-23.0,1.9000000000000004,1.0,0.0,1571.0,-0.5,6.399999999999999,-0.10000000000000142,-28.0,2.7,1.7999999999999998,0.0,1756.0,0.20000000000004547,7.100000000000001,1.1000000000000014,-25.0,3.0000000000000004,1.4,,,,,,,,
139049,2017-12-22,2017-12-22 17:00:00,0.0,2163.0,897.7,27.4,18.3,58.0,99.0,5.5,2.4,CO,DF,PARANOA (COOPA-DF),A047,-16.01111111,-47.5575,1043.0,0.0,398.0,-0.7999999999999545,0.8999999999999986,0.8000000000000007,0.0,0.5999999999999996,0.0,0.0,471.0,-1.099999999999909,1.5,0.5,-3.0,0.7999999999999998,0.10000000000000009,0.0,-151.0,-1.6999999999999318,1.5999999999999979,0.6000000000000014,-3.0,0.7999999999999998,0.3999999999999999,0.0,179.0,-2.0,2.5,-0.3000000000000007,-10.0,1.2000000000000002,0.7,0.0,319.0,-2.099999999999909,4.099999999999998,0.3000000000000007,-14.0,1.2000000000000002,0.3999999999999999,0.0,1528.0,-1.6999999999999318,5.699999999999999,0.0,-23.0,2.5,1.0,0.0,1969.0,-1.2999999999999545,7.299999999999997,0.6999999999999993,-28.0,3.3,1.7999999999999998,0.0,2154.0,-0.599999999999909,8.0,1.9000000000000021,-25.0,3.6,1.4
139050,2017-12-22,2017-12-22 18:00:00,0.0,1905.0,896.8,27.2,18.7,60.0,121.0,6.2,3.2,CO,DF,PARANOA (COOPA-DF),A047,-16.01111111,-47.5575,1043.0,0.0,-258.0,-0.900000000000091,-0.1999999999999993,0.3999999999999986,2.0,0.7000000000000002,0.8000000000000003,0.0,140.0,-1.7000000000000455,0.6999999999999993,1.1999999999999993,2.0,1.2999999999999998,0.8000000000000003,0.0,213.0,-2.0,1.3000000000000007,0.8999999999999986,-1.0,1.5,0.9000000000000004,0.0,-409.0,-2.6000000000000227,1.3999999999999986,1.0,-1.0,1.5,1.2000000000000002,0.0,-79.0,-2.900000000000091,2.3000000000000007,0.09999999999999787,-8.0,1.9000000000000004,1.5000000000000002,0.0,61.0,-3.0,3.8999999999999986,0.6999999999999993,-12.0,1.9000000000000004,1.2000000000000002,0.0,1270.0,-2.6000000000000227,5.5,0.3999999999999986,-21.0,3.2,1.8000000000000003,0.0,1711.0,-2.2000000000000455,7.099999999999998,1.0999999999999979,-26.0,4.0,2.6
139051,2017-12-22,2017-12-22 19:00:00,0.0,1476.0,896.2,26.3,18.5,62.0,109.0,6.2,2.8,CO,DF,PARANOA (COOPA-DF),A047,-16.01111111,-47.5575,1043.0,0.0,-429.0,-0.599999999999909,-0.8999999999999986,-0.1999999999999993,2.0,0.0,-0.40000000000000036,0.0,-687.0,-1.5,-1.0999999999999979,0.1999999999999993,4.0,0.7000000000000002,0.3999999999999999,0.0,-289.0,-2.2999999999999545,-0.1999999999999993,1.0,4.0,1.2999999999999998,0.3999999999999999,0.0,-216.0,-2.599999999999909,0.40000000000000213,0.6999999999999993,1.0,1.5,0.5,0.0,-838.0,-3.199999999999932,0.5,0.8000000000000007,1.0,1.5,0.7999999999999998,0.0,-508.0,-3.5,1.4000000000000021,-0.10000000000000142,-6.0,1.9000000000000004,1.0999999999999999,0.0,-368.0,-3.599999999999909,3.0,0.5,-10.0,1.9000000000000004,0.7999999999999998,0.0,841.0,-3.199999999999932,4.600000000000001,0.1999999999999993,-19.0,3.2,1.4
139052,2017-12-22,2017-12-22 20:00:00,0.0,750.0,896.1,25.6,18.2,64.0,105.0,4.6,3.2,CO,DF,PARANOA (COOPA-DF),A047,-16.01111111,-47.5575,1043.0,0.0,-726.0,-0.10000000000002274,-0.6999999999999993,-0.3000000000000007,2.0,-1.6000000000000005,0.40000000000000036,0.0,-1155.0,-0.6999999999999318,-1.5999999999999979,-0.5,4.0,-1.6000000000000005,0.0,0.0,-1413.0,-1.6000000000000227,-1.7999999999999972,-0.10000000000000142,6.0,-0.9000000000000004,0.8000000000000003,0.0,-1015.0,-2.3999999999999773,-0.8999999999999986,0.6999999999999993,6.0,-0.3000000000000007,0.8000000000000003,0.0,-942.0,-2.699999999999932,-0.29999999999999716,0.3999999999999986,3.0,-0.10000000000000053,0.9000000000000004,0.0,-1564.0,-3.2999999999999545,-0.1999999999999993,0.5,3.0,-0.10000000000000053,1.2000000000000002,0.0,-1234.0,-3.6000000000000227,0.7000000000000028,-0.40000000000000213,-4.0,0.2999999999999998,1.5000000000000002,0.0,-1094.0,-3.699999999999932,2.3000000000000007,0.1999999999999993,-8.0,0.2999999999999998,1.2000000000000002
139053,2017-12-22,2017-12-22 21:00:00,0.0,233.0,896.8,24.4,19.4,74.0,98.0,4.5,1.3,CO,DF,PARANOA (COOPA-DF),A047,-16.01111111,-47.5575,1043.0,0.0,-517.0,0.6999999999999318,-1.2000000000000028,1.1999999999999993,10.0,-0.09999999999999964,-1.9000000000000001,0.0,-1243.0,0.599999999999909,-1.9000000000000021,0.8999999999999986,12.0,-1.7000000000000002,-1.4999999999999998,0.0,-1672.0,0.0,-2.8000000000000007,0.6999999999999993,14.0,-1.7000000000000002,-1.9000000000000001,0.0,-1930.0,-0.900000000000091,-3.0,1.0999999999999979,16.0,-1.0,-1.0999999999999999,0.0,-1532.0,-1.7000000000000455,-2.1000000000000014,1.8999999999999986,16.0,-0.40000000000000036,-1.0999999999999999,0.0,-1459.0,-2.0,-1.5,1.5999999999999979,13.0,-0.20000000000000018,-0.9999999999999998,0.0,-2081.0,-2.6000000000000227,-1.4000000000000021,1.6999999999999993,13.0,-0.20000000000000018,-0.7,0.0,-1751.0,-2.900000000000091,-0.5,0.7999999999999972,6.0,0.20000000000000018,-0.3999999999999999
139054,2017-12-22,2017-12-22 22:00:00,0.0,18.0,897.4,21.8,18.0,79.0,301.0,6.9,1.7,CO,DF,PARANOA (COOPA-DF),A047,-16.01111111,-47.5575,1043.0,0.0,-215.0,0.6000000000000227,-2.599999999999998,-1.3999999999999986,5.0,2.4000000000000004,0.3999999999999999,0.0,-732.0,1.2999999999999545,-3.8000000000000007,-0.1999999999999993,15.0,2.3000000000000007,-1.5000000000000002,0.0,-1458.0,1.1999999999999318,-4.5,-0.5,17.0,0.7000000000000002,-1.0999999999999999,0.0,-1887.0,0.6000000000000227,-5.399999999999999,-0.6999999999999993,19.0,0.7000000000000002,-1.5000000000000002,0.0,-2145.0,-0.3000000000000682,-5.599999999999998,-0.3000000000000007,21.0,1.4000000000000004,-0.7,0.0,-1747.0,-1.1000000000000227,-4.699999999999999,0.5,21.0,2.0,-0.7,0.0,-1674.0,-1.3999999999999773,-4.099999999999998,0.1999999999999993,18.0,2.2,-0.5999999999999999,0.0,-2296.0,-2.0,-4.0,0.3000000000000007,18.0,2.2,-0.30000000000000004
139065,2017-12-23,2017-12-23 09:00:00,0.0,28.0,899.2,18.1,16.2,89.0,313.0,3.7,1.6,CO,DF,PARANOA (COOPA-DF),A047,-16.01111111,-47.5575,1043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139066,2017-12-23,2017-12-23 10:00:00,0.0,308.0,899.7,19.1,16.7,86.0,296.0,3.4,1.4,CO,DF,PARANOA (COOPA-DF),A047,-16.01111111,-47.5575,1043.0,0.0,280.0,0.5,1.0,0.5,-3.0,-0.30000000000000027,-0.20000000000000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139067,2017-12-23,2017-12-23 11:00:00,0.0,1262.0,900.0,21.9,16.8,73.0,207.0,3.3,1.7,CO,DF,PARANOA (COOPA-DF),A047,-16.01111111,-47.5575,1043.0,0.0,954.0,0.2999999999999545,2.799999999999997,0.10000000000000142,-13.0,-0.10000000000000009,0.30000000000000004,0.0,1234.0,0.7999999999999545,3.799999999999997,0.6000000000000014,-16.0,-0.40000000000000036,0.09999999999999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139068,2017-12-23,2017-12-23 12:00:00,0.0,2024.0,900.4,23.1,17.7,72.0,210.0,3.9,1.4,CO,DF,PARANOA (COOPA-DF),A047,-16.01111111,-47.5575,1043.0,0.0,762.0,0.39999999999997726,1.2000000000000028,0.8999999999999986,-1.0,0.6000000000000001,-0.30000000000000004,0.0,1716.0,0.6999999999999318,4.0,1.0,-14.0,0.5,0.0,0.0,1996.0,1.1999999999999318,5.0,1.5,-17.0,0.19999999999999973,-0.20000000000000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139069,2017-12-23,2017-12-23 13:00:00,0.0,3042.0,900.5,26.0,17.5,60.0,103.0,4.5,1.9,CO,DF,PARANOA (COOPA-DF),A047,-16.01111111,-47.5575,1043.0,0.0,1018.0,0.10000000000002274,2.8999999999999986,-0.1999999999999993,-12.0,0.6000000000000001,0.5,0.0,1780.0,0.5,4.100000000000001,0.6999999999999993,-13.0,1.2000000000000002,0.19999999999999996,0.0,2734.0,0.7999999999999545,6.899999999999999,0.8000000000000007,-26.0,1.1,0.5,0.0,3014.0,1.2999999999999545,7.899999999999999,1.3000000000000007,-29.0,0.7999999999999998,0.2999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139070,2017-12-23,2017-12-23 14:00:00,0.0,3361.0,900.3,27.3,16.9,53.0,95.0,6.2,2.1,CO,DF,PARANOA (COOPA-DF),A047,-16.01111111,-47.5575,1043.0,0.0,319.0,-0.20000000000004547,1.3000000000000007,-0.6000000000000014,-7.0,1.7000000000000002,0.20000000000000018,0.0,1337.0,-0.10000000000002274,4.199999999999999,-0.8000000000000007,-19.0,2.3000000000000003,0.7000000000000002,0.0,2099.0,0.2999999999999545,5.400000000000002,0.09999999999999787,-20.0,2.9000000000000004,0.40000000000000013,0.0,3053.0,0.599999999999909,8.2,0.1999999999999993,-33.0,2.8000000000000003,0.7000000000000002,0.0,3333.0,1.099999999999909,9.2,0.6999999999999993,-36.0,2.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,
139071,2017-12-23,2017-12-23 15:00:00,0.0,3003.0,899.8,27.1,15.3,48.0,5.0,5.8,2.3,CO,DF,PARANOA (COOPA-DF),A047,-16.01111111,-47.5575,1043.0,0.0,-358.0,-0.5,-0.1999999999999993,-1.5999999999999979,-5.0,-0.40000000000000036,0.19999999999999973,0.0,-39.0,-0.7000000000000455,1.1000000000000014,-2.1999999999999993,-12.0,1.2999999999999998,0.3999999999999999,0.0,979.0,-0.6000000000000227,4.0,-2.3999999999999986,-24.0,1.9,0.8999999999999999,0.0,1741.0,-0.20000000000004547,5.200000000000003,-1.5,-25.0,2.5,0.5999999999999999,0.0,2695.0,0.09999999999990905,8.0,-1.3999999999999986,-38.0,2.4,0.8999999999999999,0.0,2975.0,0.599999999999909,9.0,-0.8999999999999986,-41.0,2.0999999999999996,0.6999999999999997,,,,,,,,,,,,,,,,
139072,2017-12-23,2017-12-23 16:00:00,0.0,3811.0,899.1,28.4,13.9,41.0,348.0,5.6,2.3,CO,DF,PARANOA (COOPA-DF),A047,-16.01111111,-47.5575,1043.0,0.0,808.0,-0.6999999999999318,1.2999999999999972,-1.4000000000000004,-7.0,-0.20000000000000018,0.0,0.0,450.0,-1.1999999999999318,1.0999999999999979,-2.9999999999999982,-12.0,-0.6000000000000005,0.19999999999999973,0.0,769.0,-1.3999999999999773,2.3999999999999986,-3.5999999999999996,-19.0,1.0999999999999996,0.3999999999999999,0.0,1787.0,-1.2999999999999545,5.299999999999997,-3.799999999999999,-31.0,1.6999999999999997,0.8999999999999999,0.0,2549.0,-0.8999999999999773,6.5,-2.9000000000000004,-32.0,2.3,0.5999999999999999,0.0,3503.0,-0.6000000000000227,9.299999999999997,-2.799999999999999,-45.0,2.1999999999999997,0.8999999999999999,0.0,3783.0,-0.10000000000002274,10.299999999999997,-2.299999999999999,-48.0,1.8999999999999995,0.6999999999999997,,,,,,,,
139073,2017-12-23,2017-12-23 17:00:00,0.0,2981.0,898.4,27.7,17.0,52.0,104.0,5.4,1.7,CO,DF,PARANOA (COOPA-DF),A047,-16.01111111,-47.5575,1043.0,0.0,-830.0,-0.7000000000000455,-0.6999999999999993,3.0999999999999996,11.0,-0.1999999999999993,-0.5999999999999999,0.0,-22.0,-1.3999999999999773,0.5999999999999979,1.6999999999999993,4.0,-0.39999999999999947,-0.5999999999999999,0.0,-380.0,-1.8999999999999773,0.3999999999999986,0.10000000000000142,-1.0,-0.7999999999999998,-0.40000000000000013,0.0,-61.0,-2.1000000000000227,1.6999999999999993,-0.5,-8.0,0.9000000000000004,-0.19999999999999996,0.0,957.0,-2.0,4.599999999999998,-0.6999999999999993,-20.0,1.5000000000000004,0.30000000000000004,0.0,1719.0,-1.6000000000000227,5.800000000000001,0.1999999999999993,-21.0,2.1000000000000005,0.0,0.0,2673.0,-1.3000000000000682,8.599999999999998,0.3000000000000007,-34.0,2.0000000000000004,0.30000000000000004,0.0,2953.0,-0.8000000000000682,9.599999999999998,0.8000000000000007,-37.0,1.7000000000000002,0.09999999999999987
139074,2017-12-23,2017-12-23 18:00:00,0.0,2283.0,897.5,28.7,17.8,52.0,109.0,7.1,2.3,CO,DF,PARANOA (COOPA-DF),A047,-16.01111111,-47.5575,1043.0,0.0,-698.0,-0.8999999999999773,1.0,0.8000000000000007,0.0,1.6999999999999993,0.5999999999999999,0.0,-1528.0,-1.6000000000000227,0.3000000000000007,3.9000000000000004,11.0,1.5,0.0,0.0,-720.0,-2.2999999999999545,1.5999999999999979,2.5,4.0,1.2999999999999998,0.0,0.0,-1078.0,-2.7999999999999545,1.3999999999999986,0.9000000000000021,-1.0,0.8999999999999995,0.19999999999999973,0.0,-759.0,-3.0,2.6999999999999993,0.3000000000000007,-8.0,2.5999999999999996,0.3999999999999999,0.0,259.0,-2.8999999999999773,5.599999999999998,0.10000000000000142,-20.0,3.1999999999999997,0.8999999999999999,0.0,1021.0,-2.5,6.800000000000001,1.0,-21.0,3.8,0.5999999999999999,0.0,1975.0,-2.2000000000000455,9.599999999999998,1.1000000000000014,-34.0,3.6999999999999997,0.8999999999999999
139075,2017-12-23,2017-12-23 19:00:00,0.0,1229.0,896.7,28.1,16.7,50.0,146.0,7.2,1.6,CO,DF,PARANOA (COOPA-DF),A047,-16.01111111,-47.5575,1043.0,0.0,-1054.0,-0.7999999999999545,-0.5999999999999979,-1.1000000000000014,-2.0,0.10000000000000053,-0.6999999999999997,0.0,-1752.0,-1.6999999999999318,0.40000000000000213,-0.3000000000000007,-2.0,1.7999999999999998,-0.09999999999999987,0.0,-2582.0,-2.3999999999999773,-0.29999999999999716,2.799999999999999,9.0,1.6000000000000005,-0.6999999999999997,0.0,-1774.0,-3.099999999999909,1.0,1.3999999999999986,2.0,1.4000000000000004,-0.6999999999999997,0.0,-2132.0,-3.599999999999909,0.8000000000000007,-0.1999999999999993,-3.0,1.0,-0.5,0.0,-1813.0,-3.7999999999999545,2.1000000000000014,-0.8000000000000007,-10.0,2.7,-0.2999999999999998,0.0,-795.0,-3.699999999999932,5.0,-1.0,-22.0,3.3000000000000003,0.20000000000000018,0.0,-33.0,-3.2999999999999545,6.200000000000003,-0.10000000000000142,-23.0,3.9000000000000004,-0.09999999999999987
139076,2017-12-23,2017-12-23 20:00:00,0.0,691.0,896.4,24.9,16.3,59.0,267.0,4.2,1.7,CO,DF,PARANOA (COOPA-DF),A047,-16.01111111,-47.5575,1043.0,0.0,-538.0,-0.3000000000000682,-3.200000000000003,-0.3999999999999986,9.0,-3.0,0.09999999999999987,0.0,-1592.0,-1.1000000000000227,-3.8000000000000007,-1.5,7.0,-2.8999999999999995,-0.5999999999999999,0.0,-2290.0,-2.0,-2.8000000000000007,-0.6999999999999993,7.0,-1.2000000000000002,0.0,0.0,-3120.0,-2.7000000000000455,-3.5,2.4000000000000004,18.0,-1.3999999999999995,-0.5999999999999999,0.0,-2312.0,-3.3999999999999773,-2.200000000000003,1.0,11.0,-1.5999999999999996,-0.5999999999999999,0.0,-2670.0,-3.8999999999999773,-2.400000000000002,-0.5999999999999979,6.0,-2.0,-0.40000000000000013,0.0,-2351.0,-4.100000000000023,-1.1000000000000014,-1.1999999999999993,-1.0,-0.2999999999999998,-0.19999999999999996,0.0,-1333.0,-4.0,1.7999999999999972,-1.3999999999999986,-13.0,0.30000000000000027,0.30000000000000004
139077,2017-12-23,2017-12-23 21:00:00,2.0,164.0,897.6,19.7,17.5,87.0,20.0,7.7,4.3,CO,DF,PARANOA (COOPA-DF),A047,-16.01111111,-47.5575,1043.0,2.0,-527.0,1.2000000000000455,-5.199999999999999,1.1999999999999993,28.0,3.5,2.5999999999999996,2.0,-1065.0,0.8999999999999773,-8.400000000000002,0.8000000000000007,37.0,0.5,2.6999999999999997,2.0,-2119.0,0.10000000000002274,-9.0,-0.3000000000000007,35.0,0.6000000000000005,2.0,2.0,-2817.0,-0.7999999999999545,-8.0,0.5,35.0,2.3,2.5999999999999996,2.0,-3647.0,-1.5,-8.7,3.5999999999999996,46.0,2.1000000000000005,2.0,2.0,-2839.0,-2.199999999999932,-7.400000000000002,2.1999999999999993,39.0,1.9000000000000004,2.0,2.0,-3197.0,-2.699999999999932,-7.600000000000001,0.6000000000000014,34.0,1.5,2.1999999999999997,2.0,-2878.0,-2.8999999999999773,-6.300000000000001,0.0,27.0,3.2,2.4
139078,2017-12-23,2017-12-23 22:00:00,12.8,17.0,897.2,18.6,17.9,96.0,283.0,8.1,1.1,CO,DF,PARANOA (COOPA-DF),A047,-16.01111111,-47.5575,1043.0,10.8,-147.0,-0.39999999999997726,-1.0999999999999979,0.3999999999999986,9.0,0.39999999999999947,-3.1999999999999997,12.8,-674.0,0.8000000000000682,-6.299999999999997,1.5999999999999979,37.0,3.8999999999999995,-0.5999999999999999,12.8,-1212.0,0.5,-9.5,1.1999999999999993,46.0,0.8999999999999995,-0.5,12.8,-2266.0,-0.2999999999999545,-10.099999999999998,0.09999999999999787,44.0,1.0,-1.1999999999999997,12.8,-2964.0,-1.1999999999999318,-9.099999999999998,0.8999999999999986,44.0,2.6999999999999993,-0.5999999999999999,12.8,-3794.0,-1.8999999999999773,-9.799999999999997,3.9999999999999982,55.0,2.5,-1.1999999999999997,12.8,-2986.0,-2.599999999999909,-8.5,2.599999999999998,48.0,2.3,-1.1999999999999997,12.8,-3344.0,-3.099999999999909,-8.7,1.0,43.0,1.8999999999999995,-1.0
